Time,asks,bids,price
2019-06-04 05:00:00 UTC,6366573.138,14697293.1,7949.814792
2019-06-04 06:00:00 UTC,5757485.77,15086741.31,7884.733542
2019-06-04 07:00:00 UTC,5749129.113,15770096.51,7837.955833
2019-06-04 08:00:00 UTC,6709180.786,14525183.47,7898.395208
2019-06-04 09:00:00 UTC,6700163.532,14193786.07,7924.152708
2019-06-04 10:00:00 UTC,6828783.91,14199331.48,7944.36913
2019-06-04 11:00:00 UTC,6466997.973,14189429.71,7917.77
2019-06-04 12:00:00 UTC,6892203.061,13823589.93,7911.089792
2019-06-04 13:00:00 UTC,7889141.813,13133611.63,7976.572083
2019-06-04 14:00:00 UTC,7476850.148,13114256.85,7974.293542
2019-06-04 15:00:00 UTC,7651381.931,13129297.26,7964.832391
2019-06-04 16:00:00 UTC,7458227.765,13596740.42,7927.292292
2019-06-04 17:00:00 UTC,6002799.038,15107804.21,7781.122083
2019-06-04 18:00:00 UTC,6121640.608,16517511.94,7675.695208
