bit-x,bitfinex,bitstamp,cex.io,coinbase,exmo,gemini,itbit,kraken,asks,bids,bit-x,bitfinex,bitstamp,cex.io,coinbase,exmo,gemini,itbit,kraken,bit-x,bitfinex,bitflyer,bithumb,bitstamp,coinbase,exmo,gemini,kraken,others,bit-x,bitfinex,bitstamp,cex.io,coinbase,exmo,gemini,itbit,kraken,bit-x,bitbay,bitfinex,bitflyer,bithumb,bitstamp,coinbase,gemini,kraken,others
1.404893734,0.013513676,0.087724417,0.191931092,0.051898389,0.34156637700000003,0.09340646699999999,0.10109411800000001,0.038526753,15343832.14,7083959.705,8049.661538461541,8012.01364896792,8013.417976190451,7975.47685714285,8009.029183247941,7833.435814452329,7986.53618055557,8010.60161870504,7997.241774270699,2.4833333333333334,183.16666666666663,85.15,62.96666666666667,59.06666666666667,222.4,18.45,24.0,115.16666666666669,73.63333333333333,106.12800549134,83.91907057864529,94.5735292615838,94.1828919815998,92.3071762570837,81.199783886222,94.3627837496664,84.4230259626507,96.4456736594105,223.2445,444.03225842,2909.42373788016,1100.60069922998,793.537236020002,1914.45430572999,4277.26131432004,672.5154108328,2322.17455118999,912.3242658666233
2.068069168,0.01380703,0.074825938,0.200152379,0.026903196,0.31549642699999997,0.080536545,0.078022762,0.056429945,15194806.28,8049474.0139999995,7951.87297297297,7945.70052855787,7944.374157160971,7929.7077777777795,7944.734211860121,7768.464211888299,7948.125309734509,7940.026073619631,7941.67097966729,2.6,48.01666666666666,37.55,23.3,14.783333333333333,72.1,4.583333333333333,3.7666666666666666,30.2,28.15,36.697962164131496,26.1308856042347,31.476301780694104,29.2653579298098,32.1016056248874,25.0370847414925,32.081065057804,32.5610491844865,32.437298352091396,263.9502,298.01114626,695.196074279978,407.109774079999,313.6401286,317.535637740001,899.211231769998,101.83033845610001,492.07893932,211.22352266838573
2.1425163030000003,0.0073794559999999995,0.087139951,0.19433435100000002,0.022285232000000002,0.402579797,0.085829271,0.09447288699999999,0.035584589,15122244.59,8402220.947999999,7943.6975,7930.879757689941,7933.350064102571,7918.00666666667,7935.39615188953,7768.76666828333,7930.943538461541,7934.0798611111095,7931.259345156891,2.4833333333333334,31.4,25.91666666666667,18.0,11.483333333333333,49.63333333333333,4.5,2.1666666666666665,19.35,21.53333333333333,22.0199758284098,27.436629169939298,21.5517444733712,29.2874234971942,23.781879631049105,18.6815323078078,22.7663858314587,26.3528610571211,23.641206053827702,260.4031,72.22160699999999,194.89313835,272.915911259999,208.03262069,161.06127862,443.774506329999,61.3286298605,210.80081901,160.7670399949045
2.102126061,0.0065628069999999995,0.059788437,0.17816432100000001,0.011269757,0.286341871,0.045180473,0.061704931,0.018085853,16183580.64,8565350.522,7997.731111111109,8009.174247874041,8018.405230769241,7995.18923076923,8018.752988324359,7856.94211992908,8035.03663430422,8040.92171717172,8017.711012433391,2.6166666666666667,44.21666666666667,36.3,20.733333333333334,19.266666666666666,58.08333333333334,6.1,5.15,33.25,31.28333333333333,40.925647200006296,40.2901976054872,45.895756566269,41.6563212600425,45.2613011864281,45.5894774305832,37.1177181348787,36.541405248621295,45.46841231669249,249.8692,87.1297100100001,545.433936459991,438.874480109998,246.40852647,665.63126509,960.451149779998,115.4227737792,663.98008616,407.95211645469794
2.035398678,0.013092287,0.097033237,0.24888116100000002,0.033615263,0.363344929,0.104753678,0.062909993,0.048886462,17697580.93,8040204.717999999,8067.88192307692,8061.0191359436,8079.75829809723,8070.48571428572,8079.73985422742,7892.1046810873595,8081.68699604743,8079.423148148149,8077.58888888889,2.4833333333333334,46.41666666666666,41.73333333333333,27.25,18.383333333333333,64.08333333333333,7.4,4.216666666666667,35.166666666666664,38.93333333333333,26.2273166023527,28.149009010571397,29.385630282331,27.113742853256003,31.6098431314817,33.558649947362106,27.5643180404004,29.1297869894773,30.4491986776161,245.4024,39.97043944,502.138751809979,464.36960473999704,403.03761182,537.75437039,809.81676106,119.41492993540001,692.20861075,370.19681417305395
2.014133558,0.0057325069999999995,0.068152737,0.127619188,0.020914443,0.33375447399999997,0.056271083,0.05538555,0.021937277,17454942.1,8856483.392,8004.479,7992.818283088471,7998.685051975041,8000.90352941177,7999.30952086554,7823.592809632859,8001.8635164835205,7998.912955465591,7995.1601731601795,2.45,33.6,28.03333333333333,23.38333333333333,18.55,52.8,7.833333333333332,3.033333333333333,29.66666666666667,35.28333333333333,29.674019453730697,14.0837074609111,19.6914488245544,12.138667521399901,19.528600909448198,18.499714073354603,16.2693712054107,19.432262330426102,21.6464128140904,229.6297,93.43681478,306.034744469994,294.74619919,250.847703000001,407.12218061,759.042027259997,63.590495713500005,386.2555685,323.922155291558
2.090228184,0.00677087,0.056991662,0.102683997,0.015769936000000002,0.27056172100000003,0.044663543,0.034237309,0.041245549,17030984.97,9213812.387,7963.41,7932.88338514527,7943.8667488151505,7934.55481481481,7936.17510856203,7778.347453710529,7918.4960884353695,7925.775179856109,7923.85945639864,2.683333333333333,43.5,42.66666666666666,18.683333333333334,22.466666666666665,56.41666666666666,13.333333333333336,4.9,35.9,33.71666666666667,39.794387499875995,42.9144567382065,47.30539039789829,34.3730537453061,46.9883431541156,40.615206653060795,43.390313187957794,43.1837820864906,46.1883216051241,242.4963,135.00503571,728.5287994899969,413.684195859998,229.54399817,892.69894732,1221.55466918,155.59278979,577.62626088,262.94437524802396
1.94121146,0.009385999,0.079067354,0.215358121,0.017805309,0.22976521600000002,0.082300568,0.075914358,0.043661534,17097338.77,8725647.117,7931.2015625,7921.14611906848,7930.907596726179,7924.10862068965,7931.394782903679,7759.816347613191,7917.78846733668,7936.76047904192,7928.06678445228,2.566666666666667,45.98333333333333,45.6,24.48333333333333,29.33333333333333,70.55,11.716666666666667,6.633333333333333,46.3,42.36666666666667,38.134386997423896,38.080932528904796,41.1772728800896,33.5819453802928,45.5450813257126,31.462006688076702,44.11783328250521,47.5965517862146,38.9184605397898,271.6721,293.97356136,744.8566062499949,559.331768039997,313.07501917,768.61517177,1387.04843825,380.9330706708,767.44069469,356.7022737803789
1.8058234880000001,0.008596793,0.106192715,0.23406201699999998,0.021186676,0.151136469,0.077029127,0.048359442999999995,0.041446323,16964425.24,8870473.399,7881.06956521739,7835.966449009309,7859.53074746009,7861.28301886792,7840.268235945699,7699.22430683021,7833.1726098901,7851.23795180723,7816.43268560038,2.433333333333333,82.8,50.05,38.28333333333333,31.216666666666665,89.25,17.083333333333332,6.066666666666666,75.11666666666666,46.38333333333333,23.6411987235708,35.920196041146795,37.587036232905895,38.4207615207133,46.7500705987978,28.110592163407603,45.714310647107,40.362607658243,64.8712479595302,233.1794,119.02851982,1262.99660251,490.053286729997,391.15346765,702.9456523699989,1643.2471507799899,145.95554750000002,1425.01792108,388.34965850099
1.907350975,0.009845629,0.073290557,0.242720385,0.019615635,0.216117671,0.081719035,0.044847081,0.045558829,17998383.62,8089995.79,7891.981,7863.75073869943,7892.33534859521,7898.33636363636,7895.25473228772,7742.03860789138,7898.8128742515,7900.235,7893.45642317382,2.533333333333333,45.08333333333334,30.16666666666667,21.433333333333334,21.33333333333333,51.1,9.816666666666666,2.783333333333333,38.9,33.38333333333334,23.041752859903802,31.8564936933908,29.618246858108,23.378115662058395,29.2616709509654,23.550000657389003,31.4498386828861,27.952178227765497,27.2761755070089,230.7543,232.13071488,793.0095402999859,344.335146579999,193.61829567,555.798508619999,791.97610686,82.84313562,766.02249627,265.7072248855342
2.136043674,0.002676037,0.085547885,0.17888357,0.009829896999999999,0.15284805699999998,0.08401901199999999,0.013930435,0.023949678,19432828.78,7901107.169,7935.906,7905.71933761073,7937.10398584905,7927.97666666667,7933.3793507973,7800.623821149391,7933.513831775699,7933.97023809524,7932.00961538463,2.4833333333333334,30.11666666666667,21.8,18.33333333333333,20.516666666666666,52.93333333333333,8.833333333333334,1.7833333333333332,34.45,30.21666666666667,15.563868145839301,15.857299693008,18.946732377195,17.5087326074729,20.0602497757325,18.426992078225698,20.3105547257042,23.7641615276588,20.1436479428875,231.7163,154.82884324,512.3131377499881,217.558653819999,211.774908560001,332.32624387,719.28339993,59.3625540734,562.331304739999,241.12520210402656
2.050059561,0.003743749,0.07885534599999999,0.141964574,0.017202025,0.145647865,0.057964227,0.031694994,0.030665467999999998,19099891.97,8419265.266,7889.51666666667,7869.27025090741,7889.60675166297,7897.83272727272,7887.1410403662,7782.448260084499,7904.464088050308,7895.657258064521,7889.244486691991,2.5166666666666666,41.46666666666667,32.55,19.45,20.55,63.61666666666667,7.433333333333334,2.65,36.28333333333333,32.416666666666664,16.601135503807303,26.4527131639906,23.0466742572862,9.16341466970381,25.059536777203103,18.8840012012338,30.071824784924804,35.5595850060313,27.2480816826084,223.4391,196.704139689999,405.83608780999003,297.926855059999,163.72583824,423.0395147,703.78897875,45.7793115296,574.779020099999,300.8159333939458
1.553201656,0.015205086999999999,0.076488208,0.19708729100000003,0.016835185,0.225404208,0.05829516,0.033874105,0.032594042999999996,18597428.92,9368186.68,7838.18633333333,7791.352400647759,7793.93310237848,7830.70874125874,7787.29157294213,7740.48478714928,7766.458245614041,7794.708860759491,7784.188679245241,3.0166666666666666,100.06666666666666,65.13333333333334,46.45,44.81666666666667,118.68333333333334,15.433333333333335,7.6,75.03333333333333,50.98333333333333,63.6323327316392,73.3439721302382,74.4013991127462,60.123208822705095,74.42601897184579,41.4435982610843,76.0552295847882,78.236987180138,77.7102302325254,299.9058,112.88618429999998,1043.31846291998,702.781653489989,484.567733839999,1318.79142493,1767.32606185999,115.198329023,1335.98762979,397.40446384397904
1.7644538509999999,0.017661218,0.077012854,0.32338099,0.029025477,0.128143003,0.073861725,0.049565872999999996,0.033860523999999996,14368280.21,10673351.37,7693.26384615384,7688.560690569491,7682.12940427467,7686.04634146341,7683.543460093199,7651.3537111900705,7671.036265938059,7683.422727272729,7682.767510040179,2.683333333333333,102.73333333333332,63.66666666666666,54.93333333333333,49.73333333333333,159.48333333333332,21.63333333333333,9.15,98.23333333333332,55.15,35.2678427122154,37.902565821340204,43.810093281045894,44.8169962172818,44.7063720351845,33.575454372255805,49.5678991196428,37.1365220197463,47.18078418599279,255.2709,156.54347086,1251.59162309001,698.80006662999,631.738339719999,1381.82274182,2227.5009717399803,176.94150633389998,1866.6412662799898,507.993400020985
2.017562008,0.009586113,0.082228158,0.187702082,0.019403461,0.17241805899999998,0.052515604,0.056113199999999995,0.027881681000000002,17447791.52,10272844.57,7760.046785714291,7750.612424321221,7760.57610027855,7769.998591549291,7761.70005780348,7708.903420109659,7759.150346320341,7771.111842105259,7767.58336755646,2.466666666666667,49.86666666666667,44.53333333333333,22.2,26.566666666666666,90.56666666666666,8.95,3.85,47.0,36.466666666666654,24.9303037450666,23.674228245717803,25.201650958069898,19.577016436093,25.468815163732,18.164309845212397,26.1718953654151,26.6377987934702,25.9865260901681,222.0711,221.74681901,406.61279123998804,533.783566609996,236.617597800001,640.50819053,1062.02520022,74.6647684631,801.7807837299989,287.22478947825465
2.100194675,0.005741989,0.083147222,0.144788054,0.016889381999999998,0.186158054,0.034892658,0.05559362599999999,0.026692722000000002,18136991.03,9450065.492,7789.5708,7782.05634736379,7797.53721991701,7802.719191919191,7797.0579766734,7735.09960249521,7797.441040000001,7799.65625,7819.8944547135,2.5,41.81666666666667,25.93333333333333,11.55,18.9,89.73333333333332,9.016666666666667,4.166666666666667,41.93333333333333,27.15,34.4602747033953,17.217199963884898,19.471163149470502,14.290018471534701,21.6861341447792,15.2373061875173,19.5043773210249,18.381232327235697,42.065126225407,252.0108,208.88032238,293.629579049997,224.31599336,108.49426386,372.92876366,855.181324089999,84.5106823478,1055.2947351,235.05690420033568
2.077593811,0.016244818,0.076405667,0.19935807600000002,0.016666023999999998,0.165017995,0.054448259000000006,0.07314353700000001,0.025330286,20420150.84,9313157.568,7858.53586206896,7837.513137708929,7858.911529235391,7877.433980582521,7859.26484905159,7777.500340977729,7864.52620087336,7862.5775862068995,7860.591559086391,2.466666666666667,56.03333333333333,23.85,13.716666666666667,19.216666666666665,87.18333333333334,10.966666666666667,3.816666666666667,42.06666666666667,31.36666666666667,21.6120841726934,16.6507377711793,15.554084719337402,14.2397300677754,15.011428339977801,15.524270729111901,18.087641510631197,17.296546164542,14.6543114897994,225.86599999999999,212.68083989,499.91578285998804,212.33425781,157.96056689,282.44281017,841.4520979399989,127.0882289832,593.607204570001,221.63450771967888
